,loss_train,dice,iou,epoch
0,78.32754385471344,0.1678561121225357,0.09161731959655021,0
1,56.948970809578896,0.31876322627067566,0.18960043656646539,1
2,52.843646094202995,0.33730268478393555,0.20286475577793525,2
3,51.93849988281727,0.31184715032577515,0.18472684531258798,3
4,51.07282526791096,0.26977473497390747,0.15591885081497706,4
5,49.707151398062706,0.3481275141239166,0.21074720785078305,5
6,48.652142360806465,0.36506909132003784,0.22329328376010302,6
7,48.570816069841385,0.3683801293373108,0.2257757066832556,7
8,47.62242077291012,0.3794548809528351,0.2341526172229897,8
9,46.77175335586071,0.3783956468105316,0.23334646707520268,9
10,47.06101977825165,0.3791617453098297,0.23392941535817094,10
11,47.14138765633106,0.3837502598762512,0.23743252688589403,11
12,46.58680556714535,0.3862898051738739,0.23937991246036333,12
13,46.63942903280258,0.37882691621780396,0.2336745656632794,13
14,46.53090523183346,0.3849237263202667,0.2383316086015368,14
15,46.66088403761387,0.382304310798645,0.23632646940376406,15
16,45.988873675465584,0.38509759306907654,0.23846493225615017,16
17,46.22649159282446,0.38548773527145386,0.2387642037121764,17
18,46.07322044670582,0.3857283592224121,0.2389488543803002,18
19,46.37974378466606,0.3847998082637787,0.23823660387889578,19
20,46.363566532731056,0.3834807574748993,0.23722622495719828,20
21,46.02614273130894,0.38505125045776367,0.23842939323424844,21
22,45.99801432341337,0.3870109021663666,0.23993398510017924,22
23,46.066219091415405,0.38612502813339233,0.2392533714596244,23
24,46.021843776106834,0.3874324858188629,0.24025814882895083,24
25,45.94246642291546,0.3850920498371124,0.23846068117893043,25
26,46.02001149952412,0.3877159357070923,0.24047619417309762,26
27,46.21413339674473,0.38929107785224915,0.24168927886309885,27
28,46.6119641661644,0.3872081935405731,0.24008566511173812,28
29,45.712160751223564,0.38532009720802307,0.23863559368129744,29
