,acc_train,acc_test,auc_test,epoch
0,50,59,0.5278918329377045,0
1,57,59,0.5484538397382434,1
2,62,59,0.6051036119843459,2
3,62,62,0.6124013601077821,3
4,64,65,0.6387213703727466,4
5,66,64,0.6389459164688522,5
6,66,62,0.6193943671007891,6
7,69,64,0.6378552640020531,7
8,68,62,0.6266119201899019,8
9,70,63,0.6369891576313594,9
10,69,64,0.6378552640020531,10
