,acc_train,acc_test,auc_test,epoch
0,52,59,0.553153268749599,0
1,60,60,0.5996182716366203,1
2,61,60,0.6009334701995253,2
3,61,61,0.5934913710143068,3
4,65,63,0.6501090652466799,4
